Siperfaqe Totale,Siperfaqe e Brendshme,Dhoma Gjumi,Kati,Statusi,Lloji,Mobiluar,Shikime,Hipoteka,Gjendja,Qera,Cmimi_per_m2,Vendndodhja,Cmimi_Real,Parashikim
82.0,82.0,2.0,,Listimet e fundit,Tjeter,E pa mobiluar,378.0,Po,Në dispozicion,jo,1303.1707317073171,Durrës - ,106860.0,107422.3881871345
111.0,100.0,2.0,5,I Perdorur,Apartament,Gjysme i mobiluar,140.0,Po,Në dispozicion,jo,1171.1711711711712,Durrës - ,130000.0,130482.36857254029
82.0,68.0,1.0,4,Në ndërtim,Apartament,E pa mobiluar,585.0,Jo,Në dispozicion,jo,2000.0,Durrës - Golem,164000.0,164796.0179115884
45.0,38.0,1.0,,Në ndërtim,Apartament,E pa mobiluar,28.0,Jo,Në dispozicion,jo,1473.3333333333333,Durrës - ,66300.0,63333.64666666667
379.0,246.0,4.0,2,I Perdorur,Vile,Plotesisht i mobiluar,646.0,Po,Në dispozicion,jo,633.2453825857519,Durrës - ,240000.0,243077.66596638653
86.0,76.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,490.0,Në proces certifikimi,Në dispozicion,jo,1496.5116279069769,Tirana - ,128700.0,129333.20906370202
60.0,43.0,1.0,,Listimet e fundit,Komercial,Gjysme i mobiluar,687.0,Po,Në dispozicion,jo,1550.0,Tirana - Kompleksi Magnet,93000.0,93206.16083333333
65.0,56.0,1.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,277.0,Po,Në dispozicion,jo,1076.923076923077,Shëngjin - ,70000.0,70023.74327118146
124.0,112.0,2.0,4,Listimet e fundit,Apartament,E pa mobiluar,1165.0,Po,Në dispozicion,jo,1000.0,Tirana - Fresku,124000.0,123081.2900847486
310.0,310.0,5.0,3,Listimet e fundit,Vile,E pa mobiluar,720.0,Jo,Në dispozicion,jo,1612.9032258064517,Tirana - Farke e Vogel,500000.0,502063.8
67.0,58.0,1.0,6,I Perdorur,Apartament,Plotesisht i mobiluar,923.0,Po,Në dispozicion,jo,1462.686567164179,Tirana - ,98000.0,96741.74165689867
161.0,161.0,3.0,4,I Perdorur,Apartament,Gjysme i mobiluar,342.0,Po,Në dispozicion,jo,1291.9254658385094,Tirana - ,208000.0,207935.80618580768
121.0,102.0,3.0,1,Në ndërtim,Apartament,E pa mobiluar,501.0,Po,Në dispozicion,jo,1500.0,Tirana - ,181500.0,182498.65956551782
72.0,60.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,225.0,Jo,Në dispozicion,jo,1250.0,Durrës - Golem,90000.0,89979.19484377041
394.0,394.0,3.0,,I Perdorur,Komercial,Gjysme i mobiluar,290.0,Po,Në dispozicion,jo,1598.9847715736041,Tirana - ,630000.0,621757.62
79.0,72.0,1.0,5,Listimet e fundit,Apartament,E pa mobiluar,41.0,Po,Në dispozicion,jo,1100.9367088607594,Durrës - ,86974.0,85588.38981545503
99.0,85.0,2.0,2,Listimet e fundit,Apartament,Plotesisht i mobiluar,837.0,Po,Në dispozicion,jo,1363.6363636363637,Tirana - ,135000.0,135394.21
446.0,371.0,4.0,,I Perdorur,Vile,Plotesisht i mobiluar,347.0,Po,Në dispozicion,jo,739.9103139013453,Berat - ,330000.0,313689.0773529412
75.0,65.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,84.0,Në proces certifikimi,Në dispozicion,jo,1055.6,Tirana - ,79170.0,78916.96275567831
193.0,193.0,3.0,2,Në ndërtim,Vile,E pa mobiluar,147.0,Jo,Në dispozicion,jo,1917.0984455958549,Durrës - ,370000.0,370994.4947344322
67.0,58.0,1.0,6,Listimet e fundit,Apartament,E pa mobiluar,217.0,Në proces certifikimi,Në dispozicion,jo,1098.358208955224,Durrës - ,73590.0,73534.52163619567
62.0,54.0,1.0,2,Listimet e fundit,Apartament,Plotesisht i mobiluar,239.0,Po,Në dispozicion,jo,1451.6129032258063,Durrës - ,90000.0,89819.46095238095
121.0,98.0,3.0,1,Në ndërtim,Apartament,E pa mobiluar,147.0,Jo,Në dispozicion,jo,2001.1570247933885,Tirana - ,242140.0,240300.3
95.0,95.0,2.0,6,I Perdorur,Apartament,Plotesisht i mobiluar,203.0,Po,Në dispozicion,jo,1894.7368421052631,Durrës - ,180000.0,177527.205
124.0,104.0,2.0,6,Në ndërtim,Apartament,E pa mobiluar,250.0,Jo,Në dispozicion,jo,1826.3145161290322,Tirana - Don Bosko,226463.0,228703.61090909093
68.0,61.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,151.0,Në proces certifikimi,Në dispozicion,jo,1205.8823529411766,Durrës - ,82000.0,82121.06198420477
140.0,126.0,2.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,469.0,Po,Në dispozicion,jo,2642.8571428571427,Tirana - Long Hill Residence,370000.0,375483.92
128.0,111.0,2.0,3,I Perdorur,Apartament,E pa mobiluar,293.0,Jo,Në dispozicion,jo,1103.09375,Tirana - ,141196.0,141105.9012171611
100.0,87.0,2.0,1,Listimet e fundit,Apartament,Plotesisht i mobiluar,370.0,Po,Në dispozicion,jo,2800.0,Vlorë - ,280000.0,279356.2170826276
99.0,87.0,2.0,4,Listimet e fundit,Apartament,E pa mobiluar,435.0,Në proces certifikimi,Në dispozicion,jo,1201.2121212121212,Durrës - ,118920.0,119552.46017026238
96.0,86.0,2.0,5,I Perdorur,Apartament,Plotesisht i mobiluar,339.0,Po,Në dispozicion,jo,1822.9166666666667,Tirana - ,175000.0,174424.53218253967
55.0,47.0,1.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,906.0,Po,Në dispozicion,jo,1272.7272727272727,Durrës - ,70000.0,71154.27592937619
45.0,45.0,1.0,1,Listimet e fundit,Apartament,E pa mobiluar,1187.0,Jo,Në dispozicion,jo,1600.0,Tirana - Selite,72000.0,69572.29875
3000.0,2500.0,50.0,9,Listimet e fundit,Tjeter,Plotesisht i mobiluar,185.0,Po,Në dispozicion,po,4.0,Durrës - ,12000.0,8224.742307692308
52.0,46.0,1.0,6,Listimet e fundit,Apartament,E pa mobiluar,227.0,Në proces certifikimi,Në dispozicion,jo,1100.0,Durrës - ,57200.0,57172.82675919733
86.0,86.0,3.0,5,I Perdorur,Apartament,Plotesisht i mobiluar,281.0,Po,Në dispozicion,jo,1081.3953488372092,Durrës - ,93000.0,95712.79665981555
48.0,39.0,1.0,,Në ndërtim,Apartament,E pa mobiluar,356.0,Në proces certifikimi,Në dispozicion,jo,1590.0,Durrës - ,76320.0,78113.95304166667
97.0,81.0,2.0,3,Në ndërtim,Apartament,E pa mobiluar,223.0,Jo,Në dispozicion,jo,1246.3917525773195,Durrës - Golem,120900.0,120701.23382635834
70.0,61.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,446.0,Në proces certifikimi,Në dispozicion,jo,1296.2857142857142,Durrës - ,90740.0,90751.17165914549
108.0,97.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,149.0,Në proces certifikimi,Në dispozicion,jo,1353.6203703703704,Durrës - ,146191.0,147101.1933573763
62.0,56.0,1.0,6,I Perdorur,Apartament,Gjysme i mobiluar,354.0,Po,Në dispozicion,jo,951.6129032258065,Durrës - ,59000.0,59004.01255448717
110.0,96.0,2.0,8,Në ndërtim,Apartament,E pa mobiluar,121.0,Në proces certifikimi,Në dispozicion,jo,1133.6363636363637,Tirana - Rrethrrotullimi i Shkozes,124700.0,125295.81810584414
700.0,700.0,1.0,2,I Perdorur,Komercial,E pa mobiluar,420.0,Po,Në dispozicion,po,2.7142857142857144,Durrës - ,1900.0,2153.1666667048585
99.0,84.0,2.0,1,Listimet e fundit,Apartament,E pa mobiluar,309.0,Në proces certifikimi,Në dispozicion,jo,1301.3131313131314,Tirana - ,128830.0,128311.62376890962
103.0,90.0,2.0,3,Listimet e fundit,Apartament,E pa mobiluar,341.0,Në proces certifikimi,Në dispozicion,jo,1203.883495145631,Tirana - ,124000.0,124278.55423320543
240.0,240.0,3.0,3,I Perdorur,Tjeter,Plotesisht i mobiluar,98.0,Po,Në dispozicion,po,5.625,Tirana - ,1350.0,1478.8054477466974
70.0,61.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,173.0,Në proces certifikimi,Në dispozicion,jo,1296.2857142857142,Durrës - ,90740.0,90728.65214724072
113.0,103.0,2.0,5,Listimet e fundit,Apartament,E pa mobiluar,339.0,Po,Në dispozicion,jo,2898.2300884955753,Vlorë - Rr.Reshat Osmani,327500.0,327001.8542857143
138.0,122.0,2.0,2,Listimet e fundit,Apartament,Plotesisht i mobiluar,931.0,Në proces certifikimi,Në dispozicion,jo,3043.478260869565,Durrës - ,420000.0,417597.29999999993
99.0,78.0,1.0,,I Perdorur,Komercial,E pa mobiluar,75.0,Po,Në dispozicion,jo,3190.3030303030305,Tirana - Zogu I Zi,315840.0,309209.5833333334
53.0,47.0,1.0,7,Listimet e fundit,Apartament,Plotesisht i mobiluar,583.0,Po,Në dispozicion,jo,1886.7924528301887,Tirana - ,100000.0,98890.36833333335
300.0,190.0,3.0,8,I Perdorur,Tjeter,Plotesisht i mobiluar,446.0,Po,Në dispozicion,jo,1166.6666666666667,Durrës - ,350000.0,337002.625
99.0,85.0,2.0,4,Në ndërtim,Apartament,E pa mobiluar,722.0,Jo,Në dispozicion,jo,1101.010101010101,Tirana - Rruga Lidhja e Prizrenit,109000.0,109219.25883396463
79.0,71.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,750.0,Në proces certifikimi,Në dispozicion,jo,2000.0,Durrës - ,158000.0,159027.48192857142
103.0,86.0,2.0,4,Listimet e fundit,Apartament,E pa mobiluar,581.0,Po,Në dispozicion,jo,1494.1747572815534,Durrës - ,153900.0,153489.13497710618
120.0,87.0,2.0,1,I Perdorur,Apartament,Plotesisht i mobiluar,419.0,Po,Në dispozicion,jo,1333.3333333333333,Durrës - Shkembi i Kavajes,160000.0,157894.0561976912
87.0,71.0,2.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,1795.0,Po,Në dispozicion,jo,1298.8505747126437,Tirana - ,113000.0,113329.05624028746
85.0,85.0,2.0,7,I Perdorur,Apartament,,1915.0,Po,Në dispozicion,jo,705.8823529411765,Lezhë - ,60000.0,63456.17598663264
101.0,84.0,2.0,7,Në ndërtim,Apartament,E pa mobiluar,101.0,Në proces certifikimi,Në dispozicion,jo,1286.1683168316831,Tirana - ,129903.0,129971.66548707667
107.0,92.0,2.0,,Në ndërtim,Apartament,E pa mobiluar,299.0,Jo,Në dispozicion,jo,1051.4018691588785,Tirana - Rruga Lidhja e Prizrenit,112500.0,112050.26831449995
100.0,83.0,1.0,2,I Perdorur,Komercial,E pa mobiluar,69.0,Po,Në dispozicion,jo,2000.0,Durrës - Port View,200000.0,200176.3866666667
63.0,54.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,1205.0,Jo,Në dispozicion,jo,950.0,Tirana - Rruga Lidhja e Prizrenit Tirana.,59850.0,59905.32002097901
76.0,68.0,1.0,2,Listimet e fundit,Apartament,E pa mobiluar,294.0,Në proces certifikimi,Në dispozicion,jo,1805.2105263157894,Durrës - ,137196.0,137364.418412916
55.0,45.0,1.0,,Listimet e fundit,Tjeter,Plotesisht i mobiluar,532.0,Po,Në dispozicion,jo,2090.909090909091,Tirana - ,115000.0,113593.1
124.0,93.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,879.0,Në proces certifikimi,Në dispozicion,jo,2326.6129032258063,Tirana - ,288500.0,286276.0965966387
54.0,54.0,1.0,1,I Perdorur,Apartament,E pa mobiluar,306.0,Po,Në dispozicion,jo,2037.037037037037,Tirana - ,110000.0,110987.10454545455
73.0,64.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,78.0,Në proces certifikimi,Në dispozicion,jo,1285.7534246575342,Durrës - ,93860.0,94436.84955774086
120.0,105.0,2.0,3,I Perdorur,Apartament,Gjysme i mobiluar,685.0,Po,Në dispozicion,jo,1500.0,Durrës - Shkolla Gjergj Kastrioti,180000.0,179798.8361749501
68.0,61.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,1661.0,Jo,Në dispozicion,jo,1305.735294117647,Durrës - Golem,88790.0,88805.06605585845
119.0,101.0,2.0,8,Listimet e fundit,Apartament,E pa mobiluar,353.0,Në proces certifikimi,Në dispozicion,jo,2205.546218487395,"Tirana - Rruga ""Hysni Gerbolli""",262460.0,261429.31714285715
330.0,4800.0,11.0,2,I Perdorur,Vile,Plotesisht i mobiluar,104.0,Po,Në dispozicion,jo,1363.6363636363637,Tirana - ,450000.0,457232.01333333337
50.0,41.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,179.0,Në proces certifikimi,Në dispozicion,jo,1291.16,Durrës - ,64558.0,63788.421880568356
206.0,171.0,3.0,4,Në ndërtim,Tjeter,E pa mobiluar,230.0,Në proces certifikimi,Në dispozicion,jo,2195.7281553398057,Tirana - Rr.Medar Shtylla,452320.0,448279.855
89.0,80.0,2.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,55.0,Po,Në dispozicion,jo,1460.6741573033707,Shëngjin - ,130000.0,129539.58959400505
76.0,67.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,107.0,Në proces certifikimi,Në dispozicion,jo,1052.6315789473683,Tirana - Paskuqan,80000.0,81857.54400838126
69.0,59.0,1.0,5,Listimet e fundit,Apartament,E pa mobiluar,124.0,Në proces certifikimi,Në dispozicion,jo,1797.1014492753623,Tirana - rruga Jordan Misja,124000.0,122480.33136391388
116.0,100.0,2.0,4,I Perdorur,Apartament,E pa mobiluar,315.0,Jo,Në dispozicion,jo,948.2758620689655,Tirana - Paskuqan,110000.0,106417.51428374644
247.0,194.0,4.0,2,I Perdorur,Vile,,791.0,Po,Në dispozicion,jo,1052.6315789473683,Tirana - Jordan Misja,260000.0,269659.4166666667
96.0,83.0,2.0,6,Listimet e fundit,Apartament,E pa mobiluar,195.0,Në proces certifikimi,Në dispozicion,jo,1103.4375,Tirana - Univers City,105930.0,106047.3136875
143.0,91.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,274.0,Jo,Në dispozicion,jo,1567.4475524475524,Tirana - Don Bosko,224145.0,223258.57450000002
79.0,69.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,177.0,Në proces certifikimi,Në dispozicion,jo,1050.632911392405,Tirana - Paskuqan,83000.0,82891.49520036983
70.0,62.0,1.0,3,Listimet e fundit,Apartament,E pa mobiluar,243.0,Jo,Në dispozicion,jo,1205.142857142857,Durrës - Mali i robit.Golem!,84360.0,84670.33387511816
79.0,79.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,78.0,Në proces certifikimi,Në dispozicion,jo,1003.6708860759494,Pogradec - ,79290.0,80159.83158282361
270.0,120.0,2.0,,Listimet e fundit,Komercial,E pa mobiluar,1814.0,Po,Në dispozicion,po,9.25925925925926,Tirana - Bulevardi i Ri,2500.0,2346.663560932907
102.0,90.0,2.0,2,Listimet e fundit,Apartament,Plotesisht i mobiluar,1050.0,Po,Në dispozicion,jo,1784.313725490196,Tirana - ,182000.0,180653.780515873
310.0,310.0,9.0,4,I Perdorur,Vile,Plotesisht i mobiluar,90.0,Po,Në dispozicion,jo,1612.9032258064517,Kavajë - ,500000.0,497848.5
69.0,60.0,1.0,1,Listimet e fundit,Apartament,E pa mobiluar,104.0,Në proces certifikimi,Në dispozicion,jo,1091.304347826087,Durrës - ,75300.0,75463.97581561786
237.0,193.0,2.0,27,c21al-new.in_project,Apartament,E pa mobiluar,414.0,Në proces certifikimi,Në dispozicion,jo,4113.9240506329115,Tirana - Rruga e Elbasanit,975000.0,759765.05
140.0,125.0,3.0,2,Listimet e fundit,Apartament,E pa mobiluar,1429.0,Po,Në dispozicion,jo,900.0,Shkodër - ,126000.0,124729.09968969437
250.0,210.0,2.0,,Në ndërtim,Tjeter,E pa mobiluar,99.0,Në proces certifikimi,Në dispozicion,jo,2200.0,Tirana - ,550000.0,549089.915
108.0,94.0,2.0,2,Në ndërtim,Apartament,E pa mobiluar,566.0,Në proces certifikimi,Në dispozicion,jo,951.8518518518518,Tirana - ,102800.0,103029.62713436261
101.0,86.0,2.0,4,Listimet e fundit,Apartament,E pa mobiluar,1508.0,Po,Në dispozicion,jo,1782.1782178217823,Tirana - ,180000.0,179188.89051587298
124.0,105.0,2.0,4,Në ndërtim,Apartament,E pa mobiluar,223.0,Jo,Në dispozicion,jo,1831.5725806451612,Tirana - Don Bosko,227115.0,228922.26090909092
97.0,81.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,245.0,Jo,Në dispozicion,jo,1246.3917525773195,Durrës - Golem,120900.0,120748.04882635834
53.0,53.0,1.0,5,I Perdorur,Apartament,Gjysme i mobiluar,489.0,Po,Në dispozicion,jo,1000.0,Durrës - ,53000.0,52299.398821428564
78.0,67.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,30.0,Në proces certifikimi,Në dispozicion,jo,1944.871794871795,Sarandë - ,151700.0,150960.72635497834
75.0,62.0,1.0,,Në ndërtim,Apartament,E pa mobiluar,147.0,Po,Në dispozicion,jo,1393.3333333333333,Durrës - ,104500.0,104584.42412501386
111.0,93.0,2.0,4,Në ndërtim,Apartament,E pa mobiluar,877.0,Jo,Në dispozicion,jo,1305.6216216216217,Durrës - ,144924.0,141877.03904207514
58.0,50.0,1.0,3,I Perdorur,Apartament,E pa mobiluar,652.0,Në proces certifikimi,Në dispozicion,jo,1753.3103448275863,Durrës - Gjiri i Lalzit,101692.0,101804.45270833332
79.0,69.0,1.0,8,Në ndërtim,Apartament,E pa mobiluar,443.0,Jo,Në dispozicion,jo,1354.4303797468353,Shëngjin - Kune. Shengjin,107000.0,107079.66422222221
99.0,87.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,281.0,Jo,Në dispozicion,jo,1404.2424242424242,Durrës - Qerret,139020.0,139027.3754537733
68.0,61.0,1.0,3,Listimet e fundit,Apartament,E pa mobiluar,172.0,Në proces certifikimi,Në dispozicion,jo,1803.7058823529412,Durrës - ,122652.0,122879.41194227994
369.0,90.0,5.0,2,I Perdorur,Vile,Plotesisht i mobiluar,620.0,Po,Në dispozicion,jo,948.5094850948509,Durrës - ,350000.0,332760.5
153.0,133.0,3.0,1,Në ndërtim,Apartament,E pa mobiluar,33.0,Në proces certifikimi,Në dispozicion,jo,2000.0,Tirana - ,306000.0,309059.27224651986
72.0,60.0,1.0,4,Në ndërtim,Apartament,E pa mobiluar,181.0,Jo,Në dispozicion,jo,1243.75,Durrës - Golem,89550.0,89566.9376262203
69.0,59.0,1.0,3,Listimet e fundit,Apartament,E pa mobiluar,44.0,Jo,Në dispozicion,jo,1098.4057971014493,Durrës - ,75790.0,75838.47511761865
61.0,61.0,2.0,,I Perdorur,Apartament,Plotesisht i mobiluar,87.0,Po,Në dispozicion,jo,1803.27868852459,Durrës - ,110000.0,111092.28933333333
79.0,65.0,2.0,7,Në ndërtim,Apartament,E pa mobiluar,121.0,Në proces certifikimi,Në dispozicion,jo,1177.2151898734178,Tirana - ,93000.0,90951.70583333334
85.0,76.0,2.0,4,Listimet e fundit,Apartament,E pa mobiluar,36.0,Po,Në dispozicion,jo,1100.0,Durrës - ,93500.0,94921.66896677166
120.0,106.0,2.0,8,I Perdorur,Apartament,Plotesisht i mobiluar,301.0,Po,Në dispozicion,po,10.0,Tirana - Zogu i Zi,1200.0,1170.0103691811146
106.0,91.0,2.0,3,Listimet e fundit,Apartament,E pa mobiluar,123.0,Në proces certifikimi,Në dispozicion,jo,1595.4716981132076,Durrës - ,169120.0,168403.07555555555
173.0,155.0,1.0,1,Listimet e fundit,Komercial,E pa mobiluar,58.0,Në proces certifikimi,Në dispozicion,jo,3500.0,Tirana - Bulevardi Bajram Curri,605500.0,592019.45
102.0,90.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,297.0,Në proces certifikimi,Në dispozicion,jo,1127.450980392157,Vlorë - Orikum,115000.0,114666.24101833587
130.0,115.0,2.0,,Listimet e fundit,Tjeter,E pa mobiluar,97.0,Në proces certifikimi,Në dispozicion,jo,1153.8461538461538,Durrës - Golem,150000.0,151280.39293787355
104.0,104.0,2.0,1,I Perdorur,Vile,Plotesisht i mobiluar,627.0,Po,Në dispozicion,jo,1105.7692307692307,"Vlorë - Rr"" Demokracia""",115000.0,115274.95083279854
57.0,49.0,1.0,10,Në ndërtim,Apartament,E pa mobiluar,1375.0,Në proces certifikimi,Në dispozicion,jo,1400.0,Tirana - ,79800.0,79283.18616666667
102.0,95.0,2.0,8,I Perdorur,Apartament,Plotesisht i mobiluar,192.0,Po,Në dispozicion,jo,1470.5882352941176,Durrës - plazh iliria,150000.0,150558.01015512264
70.0,140.0,1.0,2,I Perdorur,Vile,Plotesisht i mobiluar,627.0,Po,Në dispozicion,jo,2571.4285714285716,Durrës - ,180000.0,209101.56484126986
82.0,82.0,1.0,1,I Perdorur,Komercial,E pa mobiluar,284.0,Po,Në dispozicion,jo,2000.0,Durrës - ,164000.0,168657.18157894738
143.0,120.0,3.0,,Në ndërtim,Tjeter,E pa mobiluar,99.0,Në proces certifikimi,Në dispozicion,jo,2202.7972027972028,Tirana - ,315000.0,312685.6333333333
187.0,187.0,1.0,,I Perdorur,Komercial,,516.0,Po,Në dispozicion,jo,800.0,Tirana - Astir. prane Bar Artisti,149600.0,150271.24822023808
345.0,300.0,4.0,1,I Perdorur,Komercial,E pa mobiluar,2036.0,Po,Në dispozicion,jo,1144.927536231884,Tirana - Astir,395000.0,384028.46928571427
52.0,52.0,1.0,,Në ndërtim,Apartament,E pa mobiluar,43.0,Jo,Në dispozicion,jo,1461.25,Durrës - ,75985.0,76184.021875
62.0,56.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,479.0,Jo,Në dispozicion,jo,1200.0,Durrës - ,74400.0,74388.70703376432
114.0,98.0,2.0,5,Listimet e fundit,Apartament,Plotesisht i mobiluar,1979.0,Po,Në dispozicion,jo,3289.4736842105262,Tirana - Kompleksi Delijorgji,375000.0,381896.54
107.0,89.0,2.0,2,I Perdorur,Apartament,E pa mobiluar,156.0,Jo,Në dispozicion,jo,1201.7943925233644,Durrës - Bulevardi i Pishave,128592.0,128467.57071925586
172.0,155.0,3.0,1,I Perdorur,Apartament,E pa mobiluar,341.0,Po,Në dispozicion,jo,2197.6744186046512,Durrës - Porto Lalzi Hamallaj,378000.0,381036.4662698412
68.0,60.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,220.0,Jo,Në dispozicion,jo,1307.6470588235295,Durrës - Qerret,88920.0,88911.8240712361
88.0,78.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,12.0,Jo,Në dispozicion,jo,1295.5681818181818,Durrës - Golem,114010.0,113966.55334857134
170.0,170.0,1.0,2,I Perdorur,Komercial,E pa mobiluar,334.0,Po,Në dispozicion,po,13.529411764705882,Tirana - Rruga e Elbasanit,2300.0,2451.994797008547
106.0,106.0,2.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,290.0,Po,Në dispozicion,jo,1745.2830188679245,Tirana - Ish stacioni i fundit i Tiranes se Re,185000.0,185977.56309523815
67.0,53.0,1.0,,Në ndërtim,Apartament,E pa mobiluar,1110.0,Në proces certifikimi,Në dispozicion,jo,4477.611940298508,Sarandë - Manastiri Resort,300000.0,293191.6608333333
85.0,71.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,466.0,Jo,Në dispozicion,jo,1200.0,Durrës - Golem,102000.0,102442.1522160221
56.0,49.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,1620.0,Jo,Në dispozicion,jo,1208.5714285714287,Durrës - Golem.pishat e buta.,67680.0,67665.85618200222
317.0,96.0,8.0,3,I Perdorur,Vile,Gjysme i mobiluar,319.0,Po,Në dispozicion,po,5.3627760252365935,Tirana - ,1700.0,2362.305327224375
94.0,82.0,2.0,7,Listimet e fundit,Apartament,E pa mobiluar,116.0,Në proces certifikimi,Në dispozicion,jo,1223.404255319149,Tirana - ,115000.0,114557.66707310056
54.0,47.0,1.0,4,Në ndërtim,Apartament,E pa mobiluar,310.0,Në proces certifikimi,Në dispozicion,jo,1195.5555555555557,Durrës - ,64560.0,64471.560069721934
94.0,84.0,2.0,3,Në ndërtim,Apartament,E pa mobiluar,191.0,Në proces certifikimi,Në dispozicion,jo,1345.9787234042553,Durrës - ,126522.0,127892.1769047619
166.0,140.0,2.0,2,Në ndërtim,Apartament,E pa mobiluar,219.0,Në proces certifikimi,Në dispozicion,jo,2271.0843373493976,Tirana - ,377000.0,384955.2301587302
65.0,59.0,1.0,2,I Perdorur,Apartament,Gjysme i mobiluar,212.0,Po,Në dispozicion,jo,1230.7692307692307,Durrës - ,80000.0,79701.78139060244
54.0,50.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,163.0,Në proces certifikimi,Në dispozicion,jo,1000.7407407407408,Durrës - ,54040.0,54797.89779040404
74.0,64.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,89.0,Në proces certifikimi,Në dispozicion,jo,1051.418918918919,Tirana - ,77805.0,77910.43086600133
63.0,56.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,172.0,Jo,Në dispozicion,jo,1101.7460317460318,Durrës - Golem,69410.0,69531.89947377176
73.0,73.0,1.0,,Në ndërtim,Apartament,E pa mobiluar,64.0,Në proces certifikimi,Në dispozicion,jo,996.027397260274,Pogradec - ,72710.0,73091.34588154493
58.0,48.0,1.0,4,Listimet e fundit,Apartament,E pa mobiluar,811.0,Në proces certifikimi,Në dispozicion,jo,1405.1724137931035,Durrës - ,81500.0,81702.87452380953
120.0,110.0,1.0,1,I Perdorur,Apartament,Plotesisht i mobiluar,122.0,Po,Në dispozicion,jo,1541.6666666666667,Durrës - ,185000.0,185400.89272512207
58.0,58.0,2.0,5,I Perdorur,Apartament,Plotesisht i mobiluar,806.0,Po,Në dispozicion,jo,1724.1379310344828,Durrës - ,100000.0,101420.082
69.0,62.0,1.0,3,Listimet e fundit,Apartament,E pa mobiluar,322.0,Në proces certifikimi,Në dispozicion,jo,1707.391304347826,Durrës - Qerret,117810.0,119085.94213952715
158.0,142.0,3.0,6,I Perdorur,Apartament,Plotesisht i mobiluar,1104.0,Po,Në dispozicion,jo,2341.772151898734,Tirana - ,370000.0,365938.2371031746
1000.0,1000.0,4.0,3,I Perdorur,Tjeter,,636.0,Po,Në dispozicion,po,2.0,Tirana - ,2000.0,3231.863435195281
53.0,46.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,123.0,Në proces certifikimi,Në dispozicion,jo,1145.6603773584907,Durrës - ,60720.0,60004.179839914475
124.0,109.0,2.0,4,Listimet e fundit,Apartament,E pa mobiluar,497.0,Në proces certifikimi,Në dispozicion,jo,4193.548387096775,Tirana - ,520000.0,523988.0
