Emri,Siperfaqe Totale,Siperfaqe e Brendshme,Dhoma Gjumi,Kati,Statusi,Lloji,Mobiluar,Shikime,Hipoteka,Gjendja,Qera,Cmimi,Zona,Qyteti,Url
Ambient komercial për Qira | 53.5 m² | Don Bosko. Tiranë,54,54,1,,Listimet e fundit,Komercial,E pa mobiluar,22,Po,Në dispozicion,po,450,,Tirana,https://www.century21albania.com/property/4375214/ambient-komercial-p-euml-r-qira-53-5-m-sup2-don-bosko-tiran-euml-ent111996.html
SHITET APARTAMENT 2+1+2 TE SOHO TOWER. prane rreth-rrotullimit te Zogut te Zi!,136,112,2,16,Në ndërtim,Apartament,E pa mobiluar,36,Në proces certifikimi,Në dispozicion,jo,340700,,Tirana,https://www.century21albania.com/property/4375192/shitet-apartament-2-1-2-te-soho-tower-prane-rreth-rrotullimit-te-zogut-te-zi-neom111994.html
Ambient komercial për Qira | 48 m² | Don Bosko. Tiranë,48,48,1,,Listimet e fundit,Komercial,E pa mobiluar,26,Po,Në dispozicion,po,400,,Tirana,https://www.century21albania.com/property/4375161/ambient-komercial-p-euml-r-qira-48-m-sup2-don-bosko-tiran-euml-ent111992.html
JEPET ME QIRA APARTAMENT  1+1 TEK REZIDENCA KAIMI!,,53,1,6,Listimet e fundit,Apartament,Plotesisht i mobiluar,60,Po,Në dispozicion,po,400,,Tirana,https://www.century21albania.com/property/4375188/jepet-me-qira-apartament-1-1-tek-rezidenca-kaimi-dream111993.html
JEPET ME QIRA AMBIENT KOMERCIAL KATI 0 BUZE RRUGE !,140,120,,,Listimet e fundit,Dyqan,E pa mobiluar,70,Po,Në dispozicion,po,4500,,Tirana,https://www.century21albania.com/property/4375138/jepet-me-qira-ambient-komercial-kati-0-buze-rruge-atrium111989.html
APARTAMENT 2+1+2 PER SHITJE TEK WHITE TOWER RESIDENCE. KOMUNA E PARISIT,117,97,2,6,Në ndërtim,Apartament,E pa mobiluar,118,Në proces certifikimi,Në dispozicion,jo,257400,,Tirana,https://www.century21albania.com/property/4375053/apartament-2-1-2-per-shitje-tek-white-tower-residence-komuna-e-parisit-imp111987.html
Ambient komercial për Qira | 45 m² | Don Bosko. Tiranë,45,45,1,,Listimet e fundit,Komercial,E pa mobiluar,24,Po,Në dispozicion,po,380,,Tirana,https://www.century21albania.com/property/4374907/ambient-komercial-p-euml-r-qira-45-m-sup2-don-bosko-tiran-euml-ent111983.html
SHITET GAZONIERE NE REZIDENCEN VISTA MARE. QERRET ! MUNDESI PAGESE ME KESTE !,29,24,,,Në ndërtim,Garsoniere,E pa mobiluar,21,Jo,Në dispozicion,jo,41730,,Durrës,https://www.century21albania.com/property/4374974/shitet-gazoniere-ne-rezidencen-vista-mare-qerret-mundesi-pagese-me-keste-eon111984.html
APARTAMENT 1+1 PER SHITJE .TEK KALAJA,72,63,1,,Listimet e fundit,Apartament,E pa mobiluar,25,Në proces certifikimi,Në dispozicion,jo,237600,,Vlorë,https://www.century21albania.com/property/4375140/apartament-1-1-per-shitje-tek-kalaja-marina111990.html
Jepet me Qira Apartament 1+1 në Qendër Durrës !,69,69,1,3,I Perdorur,Apartament,Plotesisht i mobiluar,39,Po,Në dispozicion,po,400,Gjykata,Durrës,https://www.century21albania.com/property/4374675/jepet-me-qira-apartament-1-1-n-euml-qend-euml-r-durr-euml-s-eon111974.html
JEPET ME QERA ZYRE NE DON BOSCO,37,37,1,2,I Perdorur,Zyra,Plotesisht i mobiluar,23,Po,Në dispozicion,po,550,,Tirana,https://www.century21albania.com/property/4290933/jepet-me-qera-zyre-ne-don-bosco-legacy110019.html
Jepet me qera apartament 5+1 me qera ne fillim te rruges Don Bosko ne Tirane,102,102,5,5,I Perdorur,Apartament,Plotesisht i mobiluar,19,Po,Në dispozicion,po,1000,,Tirana,https://www.century21albania.com/property/4371521/jepet-me-qera-apartament-5-1-me-qera-ne-fillim-te-rruges-don-bosko-ne-tirane-legacy111915.html
Jepet Apartament me qera 1+1. prane Report TV,59,59,1,4,I Perdorur,Apartament,Plotesisht i mobiluar,30,Po,Në dispozicion,po,450,,Tirana,https://www.century21albania.com/property/4365264/jepet-apartament-me-qera-1-1-prane-report-tv-legacy111754.html
SHITET APARTAMENT 2+1 ME PAMJE DETI DHE DY POSTE PARKIMI TEK "WHITE HILL RESIDENCE" NE CURRILA!,112,99,2,5,I Perdorur,Apartament,Plotesisht i mobiluar,64,Në proces certifikimi,Në dispozicion,jo,365000,Currila,Durrës,https://www.century21albania.com/property/4374686/shitet-apartament-2-1-me-pamje-deti-dhe-dy-poste-parkimi-tek-quot-white-hill-residence-quot-ne-currila-eon111977.html
Tirane. jepet me qera apartament 2+1+Ballkon.Rruga Bilal Golemi. prane kompleksit Kika .,96,86,1,4,I Perdorur,Apartament,Plotesisht i mobiluar,38,Po,Në dispozicion,po,680,,Tirana,https://www.century21albania.com/property/4365242/tirane-jepet-me-qera-apartament-2-1-ballkon-rruga-bilal-golemi-prane-kompleksit-kika-legacy111751.html
Shitet Apartament 2+1 Astir!!!,95,85,2,8,I Perdorur,Apartament,Plotesisht i mobiluar,78,Po,Në dispozicion,jo,135000,,Tirana,https://www.century21albania.com/property/4372838/shitet-apartament-2-1-astir-legacy111948.html
APARTAMENT 1+1 PER SHITJE .TEK KALAJA!,76,69,1,,Listimet e fundit,Apartament,E pa mobiluar,31,Në proces certifikimi,Në dispozicion,jo,251500,,Vlorë,https://www.century21albania.com/property/4375009/apartament-1-1-per-shitje-tek-kalaja-marina111985.html
Shitet post parkimi te Akses Tirana,13,13,,,Listimet e fundit,Parkim,E pa mobiluar,12,Po,Në dispozicion,jo,18000,,Tirana,https://www.century21albania.com/property/4345964/shitet-post-parkimi-te-akses-tirana-astoria111347.html
SHITET GAZONIERE NE REZIDENCEN VISTA MARE. QERRET !  MUNDESI PAGESE ME KESTE !,29,24,,,Në ndërtim,Garsoniere,E pa mobiluar,23,Jo,Në dispozicion,jo,41730,,Durrës,https://www.century21albania.com/property/4374886/shitet-gazoniere-ne-rezidencen-vista-mare-qerret-mundesi-pagese-me-keste-eon111981.html
APARTAMENT 1+1 PER QIRA. RRUGA E ELBASANIT,86,70,1,5,I Perdorur,Apartament,Gjysme i mobiluar,32,Po,Në dispozicion,po,1000,,Tirana,https://www.century21albania.com/property/4374843/apartament-1-1-per-qira-rruga-e-elbasanit-oks111980.html
APARTAMENT 3+1+2 PER QIRA. RRUGA E ELBASANIT,164,147,3,5,I Perdorur,Apartament,Gjysme i mobiluar,41,Po,Në dispozicion,po,1500,,Tirana,https://www.century21albania.com/property/4374824/apartament-3-1-2-per-qira-rruga-e-elbasanit-oks111979.html
Apartament 1+1 per shitje prane News 24,75,65,1,1,I Perdorur,Apartament,Plotesisht i mobiluar,77,Po,Në dispozicion,jo,93000,,Tirana,https://www.century21albania.com/property/4368028/apartament-1-1-per-shitje-prane-news-24-bot111820.html
Shesim apartament 1+1 tek Myslym Shyri,75,68,1,3,I Perdorur,Apartament,Plotesisht i mobiluar,162,Në proces certifikimi,Në dispozicion,jo,142000,,Tirana,https://www.century21albania.com/property/4368150/shesim-apartament-1-1-tek-myslym-shyri-bot111823.html
SHITET APARTAMENT 2+1 NE SARANDE ME PAMJE NGA DETI,71,63,2,1,I Perdorur,Apartament,Plotesisht i mobiluar,95,Po,Në dispozicion,jo,98000,,Sarandë,https://www.century21albania.com/property/4374683/shitet-apartament-2-1-ne-sarande-me-pamje-nga-deti-oks111975.html
Jepet apartament 1+1 per qira tek Rr e Durresit.,55,55,1,5,I Perdorur,Apartament,Plotesisht i mobiluar,58,Jo,Në dispozicion,po,450,,Tirana,https://www.century21albania.com/property/4374736/jepet-apartament-1-1-per-qira-tek-rr-e-durresit-legacy111978.html
Vilë 6+2 me Qira në Don Bosko. Tirana - 1500€ | 500 m²,500,92,6,2,Listimet e fundit,Vilë,Plotesisht i mobiluar,49,Po,Në dispozicion,po,1500,,Tirana,https://www.century21albania.com/property/4373298/vil-euml-6-2-me-qira-n-euml-don-bosko-tirana-1500-euro-500-m-sup2-action111956.html
Vilë 3+2 Me Qira në Rruga Fortuzi. Tiranë,150,80,3,2,I Perdorur,Vilë,E pa mobiluar,19,Po,Në dispozicion,po,750,,Tirana,https://www.century21albania.com/property/4374193/vil-euml-3-2-me-qira-n-euml-rruga-fortuzi-tiran-euml-legacy111966.html
jepet apartament 2+1+2+2 ballkone tek pallatet e Tom Doshit Shkoze,95,85,2,4,Listimet e fundit,Apartament,Plotesisht i mobiluar,37,Në proces certifikimi,Në dispozicion,po,400,,Tirana,https://www.century21albania.com/property/4371642/jepet-apartament-2-1-2-2-ballkone-tek-pallatet-e-tom-doshit-shkoze-legacy111919.html
VILE PER SHITJE TEK "DIELLON RESIDENCE" !!,300,300,4,1,Në ndërtim,Vilë,E pa mobiluar,27,Në proces certifikimi,Në dispozicion,jo,700000,,Tirana,https://www.century21albania.com/property/4145072/vile-per-shitje-tek-quot-diellon-residence-quot-speed106929.html
SHITET APARTAMENT 2+1 NE GOLEM .NDERTIM I RI!! MUNDESI PAGESE ME KESTE!,78,69,2,4,Në ndërtim,Apartament,E pa mobiluar,32,Jo,Në dispozicion,jo,94080,Golem,Durrës,https://www.century21albania.com/property/4373332/shitet-apartament-2-1-ne-golem-ndertim-i-ri-mundesi-pagese-me-keste-roy111957.html
SHITET APARTAMENT 2+1 NE GOLEM .NDERTIM I RI!! MUNDESI PAGESE ME KESTE!,78,69,2,4,Në ndërtim,Apartament,E pa mobiluar,18,Jo,Në dispozicion,jo,94080,Golem,Durrës,https://www.century21albania.com/property/4367498/shitet-apartament-2-1-ne-golem-ndertim-i-ri-mundesi-pagese-me-keste-roy111806.html
AMBIENT KOMERCIAL PER SHITJE PRANE ''VILAVE GJERMANE",125,125,,,I Perdorur,Komercial,E pa mobiluar,33,Po,Në dispozicion,jo,187500,,Tirana,https://www.century21albania.com/property/4369551/ambient-komercial-per-shitje-prane-039-039-vilave-gjermane-quot-abitat111886.html
SHES APARTAMENT 2+1+2 NE KOMPLEKSIN VIVA!,96,82,2,3,Listimet e fundit,Apartament,E pa mobiluar,55,Jo,Në dispozicion,jo,160000,,Tirana,https://www.century21albania.com/property/4374369/shes-apartament-2-1-2-ne-kompleksin-viva-metropol111970.html
SHES APARTAMENT 1+1 NE KOMPLEKSIN VIVA!,65,55,1,7,Listimet e fundit,Apartament,E pa mobiluar,45,Jo,Në dispozicion,jo,108000,,Tirana,https://www.century21albania.com/property/4374356/shes-apartament-1-1-ne-kompleksin-viva-metropol111969.html
Apartament 1+1 për Shitje në Golem. Pranë Detit,62,53,1,2,c21al-new.in_project,Apartament,E pa mobiluar,42,Në proces certifikimi,Në dispozicion,jo,73989,Rruga Pavaresia,Durrës,https://www.century21albania.com/property/4374333/apartament-1-1-p-euml-r-shitje-n-euml-golem-pran-euml-detit-irg111968.html
SHESIM SUPER VILE NE KOMPLEKSIN PRESTIGJOZ SAN PIETRO.,1250,620,5,,Listimet e fundit,Vilë,Plotesisht i mobiluar,99,Në proces certifikimi,Në dispozicion,jo,Çmimi sipas kërkesës,,Durrës,https://www.century21albania.com/property/4344217/shesim-super-vile-ne-kompleksin-prestigjoz-san-pietro-cpm111308.html
Shesim Apartament 3+1 ne Sarande me mundesi ndarje ne 2 apartamente 1+1,151,139,3,3,I Perdorur,Apartament,Plotesisht i mobiluar,32,Po,Në dispozicion,jo,347000,Rruga e Butrintit. Sarandë,Sarandë,https://www.century21albania.com/property/4374284/shesim-apartament-3-1-ne-sarande-me-mundesi-ndarje-ne-2-apartamente-1-1-speed111967.html
Apartament 2+1 me Qira në Liqeni i Tiranës,100,90,2,3,I Perdorur,Apartament,E pa mobiluar,30,Në proces certifikimi,Në dispozicion,po,1300,,Tirana,https://www.century21albania.com/property/4243052/apartament-2-1-me-qira-n-euml-liqeni-i-tiran-euml-s-smart108763.html
Apartament 2+1 Me Qira në Liqeni i Tiranës,101,90,2,7,I Perdorur,Apartament,E pa mobiluar,24,Në proces certifikimi,Në dispozicion,po,1500,,Tirana,https://www.century21albania.com/property/4243056/apartament-2-1-me-qira-n-euml-liqeni-i-tiran-euml-s-smart108764.html
Njesi Komercial Me Qira në Liqeni i Tiranës,75,74,,,I Perdorur,Komercial,E pa mobiluar,37,Në proces certifikimi,Në dispozicion,po,2500,,Tirana,https://www.century21albania.com/property/4243123/njesi-komercial-me-qira-n-euml-liqeni-i-tiran-euml-s-smart108765.html
APARTAMENT 1+1 PER QIRA TEK TRIO TOWER. DON BOSKO !!,73,62,1,2,Listimet e fundit,Apartament,Plotesisht i mobiluar,65,Në proces certifikimi,Në dispozicion,po,650,Tirana Trio Tower,Tirana,https://www.century21albania.com/property/4374009/apartament-1-1-per-qira-tek-trio-tower-don-bosko-expert111965.html
SHITET APARTAMENT 2+1 NE VOLLGA. DURRES !,61,61,2,,I Perdorur,Apartament,Plotesisht i mobiluar,87,Po,Në dispozicion,jo,110000,,Durrës,https://www.century21albania.com/property/4373826/shitet-apartament-2-1-ne-vollga-durres-eon111964.html
Shitet. Apartament 2+1+2. Astir,107,94,2,3,Listimet e fundit,Apartament,E pa mobiluar,140,Në proces certifikimi,Në dispozicion,jo,144000,astir,Tirana,https://www.century21albania.com/property/4372668/shitet-apartament-2-1-2-astir-bosko111944.html
Apartament 2+1 me qira tek Kodra e Diellit 1 !,114,82,2,1,I Perdorur,Apartament,Plotesisht i mobiluar,58,Po,Në dispozicion,po,570,Kodra e Diellit Residence,Tirana,https://www.century21albania.com/property/4354290/apartament-2-1-me-qira-tek-kodra-e-diellit-1-gold111522.html
Apartament 1+1 me Qira në Ish Parku. Tiranë - 600€ | 113 m²,113,113,1,8,I Perdorur,Apartament,Plotesisht i mobiluar,39,Në proces certifikimi,Në dispozicion,po,600,,Tirana,https://www.century21albania.com/property/4372967/apartament-1-1-me-qira-n-euml-ish-parku-tiran-euml-600-euro-113-m-sup2-metropol111949.html
SHES APARTAMENT 1+1 NE KOMPLEKSIN VIVA!,70,60,1,3,Listimet e fundit,Apartament,E pa mobiluar,55,Jo,Në dispozicion,jo,116000,,Tirana,https://www.century21albania.com/property/4372988/shes-apartament-1-1-ne-kompleksin-viva-metropol111951.html
SHES APARTAMENT 1+1 NE KOMPLEKSIN VIVA!,68,57,1,4,I Perdorur,Apartament,E pa mobiluar,36,Jo,Në dispozicion,jo,112000,,Tirana,https://www.century21albania.com/property/4372968/shes-apartament-1-1-ne-kompleksin-viva-metropol111950.html
SHES APARTAMENT 1+1 NE KOMPLEKSIN VIVA!,70,60,1,5,Listimet e fundit,Apartament,E pa mobiluar,33,Jo,Në dispozicion,jo,116000,,Tirana,https://www.century21albania.com/property/4372837/shes-apartament-1-1-ne-kompleksin-viva-metropol111947.html
SHES APARTAMENT 1+1 NE KOMPLEKSIN VIVA!,59,50,1,7,Listimet e fundit,Apartament,E pa mobiluar,66,Jo,Në dispozicion,jo,97000,,Tirana,https://www.century21albania.com/property/4372823/shes-apartament-1-1-ne-kompleksin-viva-metropol111945.html
JAPIM ME QERA KATIN E PARE. TE NJE VILE NE KUME!,120,100,3,1,I Perdorur,Apartament,Gjysme i mobiluar,21,Në proces certifikimi,Në dispozicion,po,500,,Vlorë,https://www.century21albania.com/property/4373774/japim-me-qera-katin-e-pare-te-nje-vile-ne-kume-marina111963.html
JAPIM ME QERA.KATIN E DYTE TE NJE VILE NE KUME!,80,80,1,2,I Perdorur,Apartament,Plotesisht i mobiluar,18,Në proces certifikimi,Në dispozicion,po,300,,Vlorë,https://www.century21albania.com/property/4373765/japim-me-qera-katin-e-dyte-te-nje-vile-ne-kume-marina111962.html
APARTAMENT 3+2+2+2 VERANDA PËR SHITJE NË KOMPLEKSIN 'TIRANA GOLDEN PARK',228,214,3,8,I Perdorur,Penthouse,Gjysme i mobiluar,108,Po,Në dispozicion,jo,380000,,Tirana,https://www.century21albania.com/property/4373232/apartament-3-2-2-2-veranda-p-euml-r-shitje-n-euml-kompleksin-039-tirana-golden-park-039-oks111955.html
SHESIM VILE INDIVIDUALE ME PISHINE. NE REZIDENCEN "SAN PIETRO"!,589,204,1,,Listimet e fundit,Vilë,Plotesisht i mobiluar,103,Në proces certifikimi,Në dispozicion,jo,1200000,,Durrës,https://www.century21albania.com/property/4373430/shesim-vile-individuale-me-pishine-ne-rezidencen-quot-san-pietro-quot-oks111961.html
JAPIM   ME QIRA  APARTAMENT  2+1+2 PER  ZYRE  /BANIM.MBRAPA  SQUARE  21!,110,98,2,6,I Perdorur,Apartament,Plotesisht i mobiluar,119,Po,Në dispozicion,po,Çmimi sipas kërkesës,,Tirana,https://www.century21albania.com/property/4366012/japim-me-qira-apartament-2-1-2-per-zyre-banim-mbrapa-square-21-action111771.html
JEPET AMBIENT KOMERCIAL ME QIRA. NE RRUGEN MIHAL GRAMENO!,67,67,1,1,I Perdorur,Garsoniere,E pa mobiluar,97,Po,Në dispozicion,po,500,,Tirana,https://www.century21albania.com/property/4373334/jepet-ambient-komercial-me-qira-ne-rrugen-mihal-grameno-titan111958.html
SHITET AMBIENT KOMERCIAL NE RRUGEN MIHAL GRAMENO,67,67,1,1,I Perdorur,Garsoniere,E pa mobiluar,108,Po,Në dispozicion,jo,165000,,Tirana,https://www.century21albania.com/property/4373355/shitet-ambient-komercial-ne-rrugen-mihal-grameno-titan111959.html
Ambient per zyra me qira ne zonen e Blloku. shkolla Emin Duraku,209,209,,,I Perdorur,Komercial,E pa mobiluar,118,Po,Në dispozicion,po,2350,,Tirana,https://www.century21albania.com/property/4373121/ambient-per-zyra-me-qira-ne-zonen-e-blloku-shkolla-emin-duraku-ent111954.html
Apartament 2+1 Për Shitje në Golem. Durrës!,65,59,2,1,Listimet e fundit,Apartament,E pa mobiluar,116,Në proces certifikimi,Në dispozicion,jo,81000,,Durrës,https://www.century21albania.com/property/4370981/apartament-2-1-p-euml-r-shitje-n-euml-golem-durr-euml-s-eon111895.html
JEPET APARTAMENT 1+1 ME QIRA NE VOLLGA !,55,55,1,,Listimet e fundit,Apartament,Plotesisht i mobiluar,126,Po,Në dispozicion,po,300,,Durrës,https://www.century21albania.com/property/4372825/jepet-apartament-1-1-me-qira-ne-vollga-eon111946.html
APARTAMENT 2+1+2+2 BALLKONE PER QIRA TE KOMPLEKSI TOM DOSHI,100,100,2,3,I Perdorur,Apartament,Plotesisht i mobiluar,78,Po,Në dispozicion,po,400,,Tirana,https://www.century21albania.com/property/4372995/apartament-2-1-2-2-ballkone-per-qira-te-kompleksi-tom-doshi-ent111952.html
APARTAMENT 2+1 PER SHITJE PRANE GLOBE!,78,78,2,2,Listimet e fundit,Apartament,Plotesisht i mobiluar,274,Po,Në dispozicion,jo,200000,,Tirana,https://www.century21albania.com/property/4371656/apartament-2-1-per-shitje-prane-globe-sun111921.html
SHITET AMBIENT KOMERCIAL NE  ZONEN E ISH BLLOKUT !,49,49,1,,I Perdorur,Komercial,Plotesisht i mobiluar,130,Po,Në dispozicion,jo,Çmimi sipas kërkesës,,Tirana,https://www.century21albania.com/property/4360844/shitet-ambient-komercial-ne-zonen-e-ish-bllokut-titan111623.html
JEPET ME QIRA APARTAMENT 2+1 NE XHAMLLIK !!,72,72,2,4,I Perdorur,Apartament,Plotesisht i mobiluar,121,Po,Në dispozicion,po,550,,Tirana,https://www.century21albania.com/property/4372595/jepet-me-qira-apartament-2-1-ne-xhamllik-dream111943.html
APARTAMENT 2+1 (2 POSTE PARKIMI) PER SHITJE!,92,80,2,1,I Perdorur,Apartament,Plotesisht i mobiluar,147,Po,Në dispozicion,jo,330000,Joy Residence,Tirana,https://www.century21albania.com/property/4372447/apartament-2-1-2-poste-parkimi-per-shitje-metropol111942.html
Qera. Apartament 2+1+2. Bulevardi i Ri,116,98,2,6,Listimet e fundit,Apartament,Plotesisht i mobiluar,161,Në proces certifikimi,Në dispozicion,po,700,,Tirana,https://www.century21albania.com/property/4372443/qera-apartament-2-1-2-bulevardi-i-ri-bosko111941.html
Shitet apartament 1+1.Fresk!,45,40,1,3,Listimet e fundit,Apartament,E pa mobiluar,159,Në proces certifikimi,Në dispozicion,jo,68500,,Tirana,https://www.century21albania.com/property/4371308/shitet-apartament-1-1-fresk-metropol111907.html
BULEVARDI ZOGU I PARE. JAPIM ME QIRA 1+1,65,65,1,2,Listimet e fundit,Apartament,Plotesisht i mobiluar,97,Po,Në dispozicion,po,700,Bulevardi Zogu I Pare,Tirana,https://www.century21albania.com/property/4372286/bulevardi-zogu-i-pare-japim-me-qira-1-1-everest111938.html
AMBJENT BAR PER SHITJE NE ZONEN E FRESKUT!,712,712,,,I Perdorur,Bar Restorant,Plotesisht i mobiluar,83,Në proces certifikimi,Në dispozicion,jo,Çmimi sipas kërkesës,,Tirana,https://www.century21albania.com/property/4372416/ambjent-bar-per-shitje-ne-zonen-e-freskut-sun111940.html
APARTAMENT  1+1 PER SHITJE TEK UJI FTOHTE VLORE !,72,62,1,3,Listimet e fundit,Apartament,E pa mobiluar,77,Jo,Në dispozicion,jo,Çmimi sipas kërkesës,,Vlorë,https://www.century21albania.com/property/4364347/apartament-1-1-per-shitje-tek-uji-ftohte-vlore-gold111717.html
Jepet me Qera Apartament 2+1+2  në Qytet Studenti,100,92,2,9,I Perdorur,Apartament,Plotesisht i mobiluar,82,Po,Në dispozicion,po,650,,Tirana,https://www.century21albania.com/property/4372413/jepet-me-qera-apartament-2-1-2-n-euml-qytet-studenti-bond111939.html
JEPET ME QIRA GARSONIERE NE ASTIR!,42,42,1,4,I Perdorur,Apartament,Plotesisht i mobiluar,152,Po,Në dispozicion,po,390,Astir,Tirana,https://www.century21albania.com/property/4372227/jepet-me-qira-garsoniere-ne-astir-gold111937.html
APARTAMENT  2+1 PER SHITJE TEK UJI FTOHTE VLORE !,97,83,2,3,Listimet e fundit,Apartament,E pa mobiluar,70,Jo,Në dispozicion,jo,Çmimi sipas kërkesës,,Vlorë,https://www.century21albania.com/property/4364329/apartament-2-1-per-shitje-tek-uji-ftohte-vlore-gold111716.html
GARSONIERE PER SHITJE TEK UJI FTOHTE VLORE !,36,32,1,1,Listimet e fundit,Apartament,E pa mobiluar,67,Jo,Në dispozicion,jo,Çmimi sipas kërkesës,,Vlorë,https://www.century21albania.com/property/4364145/garsoniere-per-shitje-tek-uji-ftohte-vlore-gold111708.html
APARTAMENT 2+1+ DEPO KRYQEZIMI RRUGES BARDHYL ME HOXHA TAHSIM!,75,75,2,5,I Perdorur,Apartament,Gjysme i mobiluar,298,Po,Në dispozicion,jo,125000,,Tirana,https://www.century21albania.com/property/4372017/apartament-2-1-depo-kryqezimi-rruges-bardhyl-me-hoxha-tahsim-irg111932.html
Jepet me qira ambjent komercial tek Galeria. rruga e Barrikadave,105,85,2,2,I Perdorur,Komercial,E pa mobiluar,91,Jo,Në dispozicion,po,800,,Tirana,https://www.century21albania.com/property/4372199/jepet-me-qira-ambjent-komercial-tek-galeria-rruga-e-barrikadave-speed111936.html
EXCLUSIVE ! SHITET APARTAMENTI 2+1 TEK REZIDENCA EON .NE GOLEM !,106,121,2,5,Listimet e fundit,Apartament,E pa mobiluar,108,Në proces certifikimi,Në dispozicion,jo,96720,,Durrës,https://www.century21albania.com/property/4372055/exclusive-shitet-apartamenti-2-1-tek-rezidenca-eon-ne-golem-eon111934.html
Apartament 3+1+2 për Qira tek rezidenca Erli Tiranë,137,124,3,6,Listimet e fundit,Apartament,Plotesisht i mobiluar,125,Në proces certifikimi,Në dispozicion,po,800,,Tirana,https://www.century21albania.com/property/4371518/apartament-3-1-2-p-euml-r-qira-tek-rezidenca-erli-tiran-euml-smart111914.html
Shitet Ambient Komercial në Pranë Rrugës Federik Shiroka. Zona 21 Dhjetori,80,67,,,I Perdorur,Komercial,E pa mobiluar,109,Po,Në dispozicion,jo,370000,,Tirana,https://www.century21albania.com/property/4372018/shitet-ambient-komercial-n-euml-pran-euml-rrug-euml-s-federik-shiroka-zona-21-dhjetori-metropol111933.html
SHESIM APARTAMENT 3+1+2 TEK BULEVARDI I RI!,135,120,3,6,Listimet e fundit,Apartament,E pa mobiluar,91,Jo,Në dispozicion,jo,229000,Bulevardi i Ri,Tirana,https://www.century21albania.com/property/4371915/shesim-apartament-3-1-2-tek-bulevardi-i-ri-sol111930.html
SHES APARTAMENT 1+1 PRANE MARKET VIVA-RRUGA DON BOSKO!,99,99,1,3,I Perdorur,Apartament,E pa mobiluar,228,Po,Në dispozicion,jo,145000,Rruga Don Bosko,Tirana,https://www.century21albania.com/property/4371393/shes-apartament-1-1-prane-market-viva-rruga-don-bosko-metropol111909.html
APARTAMENT 1+1 PER SHITJE TEK MALI I ROBIT!,72,67,1,5,I Perdorur,Apartament,Plotesisht i mobiluar,166,Po,Në dispozicion,jo,67000,,Durrës,https://www.century21albania.com/property/4372077/apartament-1-1-per-shitje-tek-mali-i-robit-sun111935.html
